are	VBP	B-VP	I-NP
likely	JJ	B-ADJP	I-NP
to	TO	B-VP	I-NP
be	VB	I-VP	I-NP
restrained	VBN	I-VP	I-NP
by	IN	B-PP	O
weakening	VBG	B-NP	B-NP
rail-traffic	JJ	I-NP	I-NP
levels	NNS	I-NP	I-NP
and	CC	O	I-NP
keen	JJ	B-NP	I-NP
competition	NN	I-NP	I-NP
for	IN	B-PP	O
freight	NN	B-NP	B-NP
from	IN	B-PP	O
trucks	NNS	B-NP	B-NP
.	.	O	I-NP
An	DT	B-NP	I-NP
official	NN	I-NP	I-NP
at	IN	B-PP	O
Consolidated	NNP	B-NP	B-NP
Freightways	NNP	I-NP	I-NP
Inc.	NNP	I-NP	I-NP
,	,	O	I-NP
a	DT	B-NP	I-NP
Menlo	NNP	I-NP	I-NP
Park	NNP	I-NP	I-NP
,	,	I-NP	I-NP
Calif.	NNP	I-NP	I-NP
,	,	I-NP	I-NP
less-than-truckload	JJ	I-NP	I-NP
carrier	NN	I-NP	I-NP
,	,	O	I-NP
said	VBD	B-VP	O
rate	NN	B-NP	B-NP
discounting	NN	I-NP	I-NP
in	IN	B-PP	O
that	DT	B-NP	B-NP
industry	NN	I-NP	I-NP
has	VBZ	B-VP	I-NP
begun	VBN	I-VP	I-NP
to	TO	I-VP	I-NP
``	``	O	I-NP
stabilize	VB	B-VP	I-NP
.	.	O	I-NP
''	''	O	I-NP
Consolidated	NNP	B-NP	I-NP
Freightways	NNP	I-NP	I-NP
plans	VBZ	B-VP	I-NP
to	TO	I-VP	I-NP
raise	VB	I-VP	I-NP
its	PRP$	B-NP	I-NP
rates	NNS	I-NP	I-NP
5.3	CD	B-NP	I-NP
%	NN	I-NP	I-NP
late	JJ	B-NP	I-NP
this	DT	I-NP	I-NP
year	NN	I-NP	I-NP
or	CC	O	I-NP
early	JJ	B-NP	I-NP
next	JJ	I-NP	I-NP
year	NN	I-NP	I-NP
,	,	O	I-NP
and	CC	O	I-NP
at	IN	B-NP	O
least	JJS	I-NP	B-NP
two	CD	I-NP	I-NP
competitors	NNS	I-NP	I-NP
have	VBP	B-VP	I-NP
announced	VBN	I-VP	I-NP
similar	JJ	B-NP	I-NP
increases	NNS	I-NP	I-NP
.	.	O	I-NP
